date,value
2022-09-10,0.531
2022-09-11,0.5417142857
2022-09-12,0.5447142857
2022-09-13,0.5394285714
2022-09-14,0.5512857143
2022-09-15,0.5368571429
2022-09-16,0.5382857143
2022-09-17,0.5148571429
2022-09-18,0.494
2022-09-19,0.4975714286
2022-09-20,0.4994285714
2022-09-21,0.49
2022-09-22,0.493
2022-09-23,0.4774285714
2022-09-24,0.4725714286
2022-09-25,0.482
2022-09-26,0.4725714286
2022-09-27,0.4812857143
2022-09-28,0.49
2022-09-29,0.5081428571
2022-09-30,0.5278571429
2022-10-01,0.5345714286
2022-10-02,0.5392857143
2022-10-03,0.5622857143
2022-10-04,0.5792857143
2022-10-05,0.5901428571
2022-10-06,0.593
2022-10-07,0.5918571429
2022-10-08,0.5951428571
2022-10-09,0.6014285714
2022-10-10,0.5942857143
2022-10-11,0.5718571429
2022-10-12,0.5628571429
2022-10-13,0.5551428571
2022-10-14,0.5435714286
2022-10-15,0.5372857143
2022-10-16,0.5314285714
2022-10-17,0.5264285714
2022-10-18,0.5351428571
2022-10-19,0.5364285714
2022-10-20,0.5382857143
2022-10-21,0.5322857143
2022-10-22,0.5411428571
2022-10-23,0.5347142857
2022-10-24,0.5285714286
2022-10-25,0.5398571429
2022-10-26,0.5411428571
2022-10-27,0.551
